time,gFx,gFy,gFz,gFTotal
0.9978551864624023,-0.00872802734375,-0.1821136474609375,-1.053375244140625,1.069
1.9989042282104492,-0.0035858154296875,-0.05877685546875,-1.0175933837890625,1.019
2.999882221221924,0.0084075927734375,-0.065185546875,-1.0381622314453125,1.04
4.000766038894653,0.0196685791015625,-0.1248626708984375,-1.0058135986328125,1.014
5.002477169036865,-0.03460693359375,-0.069244384765625,-1.0345458984375,1.037
6.003475189208984,-0.016937255859375,-0.03594970703125,-0.985992431640625,0.987
7.004517078399658,0.005889892578125,-0.069580078125,-0.97613525390625,0.979
8.005967140197754,0.0682373046875,-0.127685546875,-0.9870147705078125,0.998
9.006540060043335,0.00909423828125,-0.133392333984375,-0.9626312255859375,0.972
10.007692098617554,-0.124542236328125,-0.134521484375,-0.9995880126953125,1.016
11.008578062057495,-0.1758575439453125,-0.169647216796875,-0.9646453857421875,0.995
12.009268999099731,0.0311279296875,-0.1858367919921875,-0.99749755859375,1.015
13.01047420501709,0.0023193359375,-0.118896484375,-1.0078125,1.015
14.01270604133606,-0.1139678955078125,-0.1041717529296875,-0.995635986328125,1.008
15.013161182403564,-0.066375732421875,-0.1081085205078125,-1.0126495361328125,1.021
16.01314401626587,-0.0313262939453125,-0.0549774169921875,-0.978790283203125,0.981
17.016340017318726,-0.0464630126953125,-0.0328826904296875,-1.0836181640625,1.085
18.015929222106934,-0.066558837890625,-0.053314208984375,-0.8729400634765625,0.877
19.01669406890869,0.0515899658203125,-0.030303955078125,-1.0085906982421875,1.01
20.01737904548645,0.122528076171875,-0.03118896484375,-1.0000762939453125,1.008
21.018043994903564,0.1251678466796875,-0.058746337890625,-1.0278778076171875,1.037
22.018702030181885,0.2050323486328125,-0.0832061767578125,-1.0186614990234375,1.042
23.01980495452881,0.0999755859375,-0.1016998291015625,-0.9792327880859375,0.99
24.020894050598145,0.1320343017578125,-0.1277618408203125,-0.944183349609375,0.962
25.021993160247803,0.0812835693359375,-0.1402740478515625,-0.9568328857421875,0.97
26.023375988006592,0.0182647705078125,-0.1874237060546875,-1.00115966796875,1.019
27.023935079574585,0.0481109619140625,-0.165069580078125,-1.016937255859375,1.031
28.025454998016357,0.01776123046875,-0.146636962890625,-0.9865264892578125,0.998
29.02601408958435,-0.0675048828125,-0.1536712646484375,-0.937255859375,0.952
30.026613235473633,-0.0654144287109375,-0.1351776123046875,-1.00396728515625,1.015
31.028013229370117,-0.0449066162109375,-0.0740509033203125,-1.0401153564453125,1.044
32.028647899627686,0.00128173828125,-0.0421905517578125,-1.04290771484375,1.044
33.02961492538452,-0.019073486328125,-0.0256195068359375,-0.9895477294921875,0.99
34.030664920806885,-0.012542724609375,-0.064178466796875,-1.0128631591796875,1.015
35.035314083099365,0.000335693359375,0.030914306640625,-0.99627685546875,0.997
36.03242015838623,-0.01495361328125,0.0654296875,-1.035675048828125,1.038
37.034048080444336,-0.0191497802734375,0.0926055908203125,-1.0056915283203125,1.01
38.0342059135437,-0.0313720703125,0.1068572998046875,-1.0153656005859375,1.021
39.036211013793945,-0.019500732421875,0.01904296875,-1.0024871826171875,1.003
40.036550998687744,-0.0119171142578125,-0.108612060546875,-1.0005340576171875,1.006
41.03723502159119,-0.01177978515625,-0.193206787109375,-0.9856719970703125,1.004
42.03863310813904,0.0060577392578125,-0.18939208984375,-0.9881134033203125,1.006
43.03945708274841,0.002716064453125,-0.27996826171875,-0.970916748046875,1.01
44.0402889251709,-0.01519775390625,-0.246795654296875,-0.9950714111328125,1.025
45.04151701927185,-0.018402099609375,-0.129241943359375,-0.9792327880859375,0.988
46.042243003845215,-0.0248870849609375,-0.1352386474609375,-0.9790802001953125,0.989
47.04327201843262,-0.0173797607421875,-0.0781097412109375,-1.008087158203125,1.011
48.04439401626587,0.1721954345703125,-0.0283355712890625,-1.01580810546875,1.031
49.04527997970581,0.15625,-0.0527801513671875,-1.0347442626953125,1.048
50.0460901260376,0.1688232421875,-0.05670166015625,-1.04150390625,1.057
51.04728412628174,0.1672821044921875,-0.09930419921875,-0.99212646484375,1.011
52.04825711250305,0.2075958251953125,-0.1301727294921875,-1.072998046875,1.101
53.04915904998779,0.0214691162109375,-0.1168365478515625,-1.0703125,1.077
54.0499210357666,0.009796142578125,-0.1405181884765625,-1.057281494140625,1.067
55.05099010467529,-0.0203094482421875,-0.1710662841796875,-0.9696044921875,0.985
56.05271601676941,-0.033599853515625,-0.17236328125,-0.951873779296875,0.968
57.053147077560425,-0.0181427001953125,-0.151519775390625,-0.8962249755859375,0.909
58.05420398712158,-0.0524749755859375,-0.083160400390625,-0.9818267822265625,0.987
59.05496788024902,-0.028656005859375,-0.0989227294921875,-1.03955078125,1.045
60.055700063705444,-0.0502166748046875,-0.1094818115234375,-1.0232391357421875,1.03
61.056546211242676,-0.0222015380859375,-0.1063995361328125,-0.9849853515625,0.991
62.057844161987305,-0.0110931396484375,-0.11663818359375,-0.9965972900390625,1.003
63.05855989456177,-0.045257568359375,-0.120208740234375,-0.9897308349609375,0.998
64.05958890914917,-0.01495361328125,-0.0793304443359375,-0.98150634765625,0.985
65.06052207946777,-0.03076171875,-0.0596466064453125,-1.0338134765625,1.036
66.06135511398315,0.0295562744140625,-0.095611572265625,-0.9707794189453125,0.976
67.06219005584717,-0.0235137939453125,-0.0802459716796875,-1.02349853515625,1.027
68.06366491317749,-0.016998291015625,-0.108551025390625,-0.98114013671875,0.987
69.06409120559692,-0.003814697265625,-0.1265411376953125,-0.9342803955078125,0.943
70.06486892700195,-0.0065765380859375,-0.1043548583984375,-1.003143310546875,1.009
71.06573700904846,0.0147247314453125,-0.134979248046875,-0.9554290771484375,0.965
72.06681489944458,-0.0023956298828125,-0.156463623046875,-0.9104766845703125,0.924
73.06758308410645,-0.084930419921875,-0.149200439453125,-1.055328369140625,1.069
74.06876301765442,0.0007171630859375,-0.127227783203125,-0.9976806640625,1.006
75.06941604614258,-0.0048370361328125,-0.153839111328125,-0.9888763427734375,1.001
76.07067108154297,0.0052642822265625,-0.111236572265625,-0.9970703125,1.003
77.07139110565186,-0.0084228515625,-0.1529541015625,-1.0030670166015625,1.015
78.07228517532349,-0.0162200927734375,-0.131317138671875,-0.9721221923828125,0.981
79.07361006736755,-0.0261993408203125,-0.1517333984375,-0.9663848876953125,0.979
80.07456707954407,-0.04949951171875,-0.098876953125,-0.9349517822265625,0.941
81.07509303092957,-0.0745849609375,-0.1327972412109375,-0.9742431640625,0.986
82.0761890411377,-0.0227508544921875,-0.1519927978515625,-1.0253448486328125,1.037
83.0767879486084,-0.03509521484375,-0.1415863037109375,-0.9272308349609375,0.939
84.07835721969604,-0.0793914794921875,-0.141693115234375,-1.008331298828125,1.021
85.07861804962158,-0.02410888671875,-0.0827178955078125,-0.965240478515625,0.969
